회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,2024년 매출액(원),sector_tag_en,sector_tag_ko,product_tags_en,product_tags_ko,OpenAI_Info,OpenAI_Hashtags,AI,Robotics,Defense,Environment,Bio,Longevity
에스에프에이,56190,특수 목적용 기계 제조업,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",2001-12-18,12월,김영민,http://www.sfa.co.kr,경기도,"1,881,198,625,677",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"에스에프에이(SFA)는 자동화 및 산업용 장비를 전문으로 하는 기술 기업으로, 반도체, 디스플레이, 전자 부품 등의 산업에 필요한 다양한 솔루션을 제공합니다. 이 회사는 고품질의 생산 장비와 시스템을 개발하여 고객의 생산성을 향상시키는 데 기여하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#반도체장비 #디스플레이장비 #자동화시스템 #공정장비 #검사장비 #설비통합솔루션 #산업용로봇 #기술지원 #컨설팅서비스",#반도체장비 #디스플레이장비 #자동화시스템 #공정장비 #검사장비 #설비통합솔루션 #산업용로봇 #기술지원 #컨설팅서비스,0,1,0,0,0,0
신화인터텍,56700,플라스틱제품 제조업,디스플레이 BLU용 광학필름,2001-12-13,12월,안철흥,http://www.shinwha.com,충청남도,"177,452,861,811",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"신화인터텍(Shinhwa Intertek)은 전자, 통신, 정보기술 분야에서 다양한 솔루션과 서비스를 제공하는 회사입니다. 이 회사는 고객의 요구에 맞춰 혁신적인 제품 및 서비스를 개발하며, 품질과 신뢰성을 중요시합니다.

제공하는 제품과 서비스는 다음과 같습니다:
#전자부품 #통신장비 #정보기술솔루션 #품질관리서비스 #기술지원 #시스템통합 #컨설팅서비스",#전자부품 #통신장비 #정보기술솔루션 #품질관리서비스 #기술지원 #시스템통합 #컨설팅서비스,0,0,0,0,0,0
엑사이엔씨,54940,실내건축 및 건축마무리 공사업,실내건축 공사업,2001-12-13,12월,김성후 (단독 대표이사),http://www.exaenc.com,서울특별시,"179,914,719,863",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"엑사이엔씨(Exianc)는 IT 솔루션 및 소프트웨어 개발을 전문으로 하는 회사로, 다양한 산업 분야에 맞춤형 기술 서비스를 제공합니다. 이 회사는 혁신적인 기술과 솔루션을 통해 고객의 비즈니스 성장과 효율성을 지원하고 있습니다.

엑사이엔씨가 제공하는 제품과 서비스는 다음과 같습니다:

#소프트웨어개발 #IT컨설팅 #클라우드서비스 #데이터분석 #모바일앱개발 #디지털전환 #고객관리시스템",#소프트웨어개발 #IT컨설팅 #클라우드서비스 #데이터분석 #모바일앱개발 #디지털전환 #고객관리시스템,1,0,0,0,0,0
피에이치에이,43370,자동차 신품 부품 제조업,"자동차용 도어랫치, 도어힌지",2001-12-13,12월,허승현,http://www.phauto.co.kr,대구광역시,"1,134,618,152,654",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"피에이치에이(PHA)는 다양한 산업 분야에서 혁신적인 솔루션을 제공하는 기업으로, 주로 기술 기반의 제품과 서비스를 개발합니다. 이 회사는 고객의 요구에 맞춘 맞춤형 솔루션을 제공하여 비즈니스 성과를 극대화하는 데 중점을 두고 있습니다.

피에이치에이가 제공하는 제품과 서비스는 다음과 같습니다:

#소프트웨어개발 #클라우드서비스 #데이터분석 #IT컨설팅 #모바일앱개발 #사물인터넷 #AI솔루션 #비즈니스자동화",#소프트웨어개발 #클라우드서비스 #데이터분석 #IT컨설팅 #모바일앱개발 #사물인터넷 #AI솔루션 #비즈니스자동화,1,0,0,0,0,0
종근당바이오,63160,의약품 제조업,"의약품,원료의약품 제조",2001-12-11,12월,박완갑,http://www.ckdbio.com,서울특별시,"160,352,778,354",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"종근당바이오는 한국의 생명과학 및 제약 회사로, 건강기능식품과 바이오 의약품 개발에 주력하고 있습니다. 이 회사는 혁신적인 제품을 통해 건강과 삶의 질을 향상시키는 데 기여하고 있습니다.

종근당바이오의 제품과 서비스는 다음과 같습니다:

#건강기능식품 #바이오의약품 #프로바이오틱스 #면역력강화제 #기능성음료 #영양제 #건강관리서비스 #연구개발서비스",#건강기능식품 #바이오의약품 #프로바이오틱스 #면역력강화제 #기능성음료 #영양제 #건강관리서비스 #연구개발서비스,0,0,0,0,1,1
APS,54620,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,http://www.apsholdings.co.kr,경기도,"41,047,387,923",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"APS(Advanced Precision Systems)는 정밀 기계 및 자동화 솔루션을 제공하는 회사로, 다양한 산업 분야에서 고객의 요구에 맞춘 혁신적인 기술을 개발하고 있습니다. 이 회사는 주로 제조업체와 협력하여 생산성을 향상시키고 품질을 보장하는 데 중점을 두고 있습니다.

APS가 제공하는 제품과 서비스는 다음과 같습니다:

#정밀기계 #자동화솔루션 #산업용로봇 #생산성향상 #품질관리시스템 #맞춤형기계설계 #기술지원 #컨설팅서비스",#정밀기계 #자동화솔루션 #산업용로봇 #생산성향상 #품질관리시스템 #맞춤형기계설계 #기술지원 #컨설팅서비스,0,1,0,0,0,0
코위버,56360,통신 및 방송 장비 제조업,"가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등",2001-12-04,12월,황인환,http://www.coweaver.co.kr,서울특별시,"83,354,203,788",Other Industrials,기타산업,['Entertainment & Media'],['엔터테인먼트·미디어'],"코위버는 클라우드 기반의 IT 솔루션을 제공하는 회사로, 주로 데이터 관리와 보안, 클라우드 서비스에 중점을 두고 있습니다. 이 회사는 기업들이 디지털 전환을 원활하게 진행할 수 있도록 다양한 도구와 서비스를 제공합니다.

제품과 서비스는 다음과 같습니다:

#클라우드서비스 #데이터관리 #보안솔루션 #IT컨설팅 #디지털전환 #통합관리솔루션",#클라우드서비스 #데이터관리 #보안솔루션 #IT컨설팅 #디지털전환 #통합관리솔루션,0,0,0,0,0,0
성호전자,43260,전자부품 제조업,"전원공급장치,필름콘덴서",2001-11-29,12월,박성재,http://www.sungho.net,서울특별시,"208,061,479,027",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"성호전자는 전자기기 및 관련 부품을 제조하고 공급하는 회사로, 다양한 산업 분야에 걸쳐 기술력과 품질을 인정받고 있습니다. 주로 전자부품, 전력장치, 통신기기 등을 다루며, 고객의 요구에 맞춘 맞춤형 솔루션을 제공하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:
#전자부품 #전력장치 #통신기기 #맞춤형솔루션 #기술지원 #품질관리",#전자부품 #전력장치 #통신기기 #맞춤형솔루션 #기술지원 #품질관리,0,0,0,0,0,0
YW,51390,상품 종합 도매업,도소매,2001-11-15,12월,우병일,http://www.ywtc.com,경기도,"36,985,666,180",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'YW' 회사는 혁신적인 기술과 창의성을 바탕으로 다양한 제품과 서비스를 제공하는 기업입니다. 고객의 니즈에 맞춘 솔루션을 통해 산업 전반에 걸쳐 가치를 창출하고 있으며, 최신 트렌드에 맞춘 제품 개발에 주력하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#소프트웨어개발 #클라우드서비스 #데이터분석 #인공지능솔루션 #모바일앱 #디지털마케팅 #IT컨설팅",#소프트웨어개발 #클라우드서비스 #데이터분석 #인공지능솔루션 #모바일앱 #디지털마케팅 #IT컨설팅,1,0,0,0,0,0
삼영엠텍,54540,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 특수장치, 교량부품",2001-11-15,12월,전창옥,http://www.symtek.co.kr,경상남도,"95,749,467,252",Materials,소재,['Other Products'],['기타 제품/서비스'],"삼영엠텍은 전자기기 및 통신 기기의 제조와 관련된 다양한 솔루션을 제공하는 기업입니다. 이 회사는 혁신적인 기술과 우수한 품질을 바탕으로 고객의 요구에 맞춘 제품을 개발하고 있습니다.

#전자기기 #통신기기 #제조솔루션 #품질관리 #기술혁신 #고객맞춤형제품",#전자기기 #통신기기 #제조솔루션 #품질관리 #기술혁신 #고객맞춤형제품,0,0,0,0,0,0
이니텍,53350,소프트웨어 개발 및 공급업,정보보안 및 인증솔루션,2001-11-15,12월,옥성환,http://www.initech.com,서울특별시,"45,650,974,077",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"이니텍은 IT 솔루션 및 서비스를 제공하는 한국의 기업으로, 주로 전자서명, 생체인식, 보안 솔루션 등을 전문으로 하고 있습니다. 이니텍은 다양한 산업 분야에 맞춤형 솔루션을 제공하여 고객의 비즈니스 효율성을 높이고 있습니다.

해시태그 형태로 제공하는 제품과 서비스는 다음과 같습니다:
#전자서명 #생체인식 #보안솔루션 #인증서비스 #모바일결제 #데이터보안 #클라우드서비스 #IT컨설팅",#전자서명 #생체인식 #보안솔루션 #인증서비스 #모바일결제 #데이터보안 #클라우드서비스 #IT컨설팅,0,0,0,0,0,0
에이디칩스,54630,그외 기타 제품 제조업,"업소용냉동냉장, 반도체칩",2001-11-13,12월,김미선,http://www.adc.co.kr,경기도,"16,155,404,031",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"에이디칩스는 반도체 및 전자 부품을 전문으로 하는 기업으로, 다양한 산업 분야에 필요한 고성능 반도체 솔루션을 제공합니다. 이 회사는 고객의 요구에 맞춘 맞춤형 제품과 서비스를 통해 혁신적인 기술을 선보이고 있습니다.

#반도체 #전자부품 #고성능솔루션 #맞춤형제품 #기술혁신",#반도체 #전자부품 #고성능솔루션 #맞춤형제품 #기술혁신,0,0,0,0,0,0
유진로봇,56080,특수 목적용 기계 제조업,"청소로봇, 완구류외",2001-11-13,12월,박성주,http://www.yujinrobot.com,인천광역시,"30,417,114,433",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"유진로봇은 로봇 기술을 기반으로 다양한 자동화 솔루션을 제공하는 회사입니다. 주로 산업용 로봇, 서비스 로봇, 그리고 물류 자동화 시스템 등을 개발하여 효율적인 작업 환경을 조성하는 데 기여하고 있습니다. 유진로봇은 특히 제조업과 물류 분야에서 강력한 성과를 내고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#산업용로봇 #서비스로봇 #물류자동화 #로봇솔루션 #자동화시스템 #협동로봇 #청소로봇 #물류로봇",#산업용로봇 #서비스로봇 #물류자동화 #로봇솔루션 #자동화시스템 #협동로봇 #청소로봇 #물류로봇,0,1,0,0,0,0
태웅,44490,기타 금속 가공제품 제조업,자유형단조품,2001-11-08,12월,장희상,http://www.taewoong.com,부산광역시,"443,760,096,450",Materials,소재,['Other Products'],['기타 제품/서비스'],"태웅은 다양한 분야에서 활동하는 한국의 기업으로, 주로 전자기기 및 관련 기술을 개발하고 제조하는 회사입니다. 특히 전자부품, 산업 자동화 기기, 그리고 스마트 기기 솔루션에 강점을 가지고 있습니다. 

태웅이 제공하는 제품과 서비스는 다음과 같습니다:

#전자부품 #산업자동화 #스마트기기 #기술솔루션 #IoT솔루션 #전력관리시스템 #통신장비",#전자부품 #산업자동화 #스마트기기 #기술솔루션 #IoT솔루션 #전력관리시스템 #통신장비,0,1,0,0,0,0
경남제약,53950,의약품 제조업,PCB 드릴가공,2001-11-06,12월,"김성곤, 조정영 (각자 대표이사)",http://www.kyungnampharm.co.kr,경상남도,"68,445,262,603",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"경남제약은 대한민국의 제약회사로, 의약품 및 건강기능식품을 개발하고 생산하는 업체입니다. 이 회사는 혁신적인 연구개발을 통해 다양한 치료제를 공급하며, 고객의 건강과 삶의 질 향상에 기여하고 있습니다. 

경남제약이 제공하는 제품과 서비스는 다음과 같습니다.  
#의약품 #건강기능식품 #OTC제품 #의료기기 #R&D서비스 #제약컨설팅",#의약품 #건강기능식품 #OTC제품 #의료기기 #R #제약컨설팅,0,0,0,0,1,0
삼보모터스,53700,자동차 신품 부품 제조업,증명서 자동발급기,2001-11-06,12월,이재하,http://www.sambomotos.co.kr,대구광역시,"1,440,557,265,080",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"삼보모터스는 대한민국의 자동차 부품 및 모터스포츠 관련 기업으로, 다양한 차량용 부품과 액세서리를 설계하고 제작하는 회사입니다. 이 회사는 뛰어난 기술력과 품질로 국내외 시장에서 인정받고 있습니다.

삼보모터스에서 제공하는 제품과 서비스는 다음과 같습니다:

#자동차부품 #모터스포츠용품 #튜닝부품 #오토바이부품 #차량정비서비스 #품질보증 #커스터마이징서비스",#자동차부품 #모터스포츠용품 #튜닝부품 #오토바이부품 #차량정비서비스 #품질보증 #커스터마이징서비스,0,0,0,0,0,0
한컴위드,54920,소프트웨어 개발 및 공급업,전자상거래 보안 솔루션,2001-11-01,12월,송상엽,http://www.hsecure.co.kr,경기도,"410,144,584,863",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"한컴위드는 한국의 소프트웨어 기업으로, 주로 문서 작성 및 관리 솔루션, 클라우드 서비스, 보안 솔루션 등을 제공하는 회사입니다. 이 회사는 다양한 IT 솔루션을 통해 기업과 개인의 생산성을 향상시키고, 디지털 환경에서의 업무 효율성을 높이는 데 기여하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#한글 #한컴오피스 #클라우드 #문서관리시스템 #보안솔루션 #AI서비스 #전자서명 #협업툴",#한글 #한컴오피스 #클라우드 #문서관리시스템 #보안솔루션 #AI서비스 #전자서명 #협업툴,1,0,0,0,0,0
코미팜,41960,의약품 제조업,동물약품,2001-10-30,12월,"양경훈, 문성철(각자 대표이사)",http://www.komipharm.com,경기도,"42,647,034,864",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"코미팜은 생명과학 및 제약 분야에서 혁신적인 연구와 개발을 진행하는 회사로, 주로 바이오 의약품 및 치료제를 개발하는 데 주력하고 있습니다. 이 회사는 다양한 질병 치료를 위한 신약 개발에 집중하고 있으며, 특히 희귀질환 및 암 치료제를 포함한 여러 제품 포트폴리오를 보유하고 있습니다.

주요 제품과 서비스는 다음과 같습니다:

#바이오의약품 #신약개발 #희귀질환치료제 #암치료제 #임상시험서비스 #생명과학연구 #제약서비스",#바이오의약품 #신약개발 #희귀질환치료제 #암치료제 #임상시험서비스 #생명과학연구 #제약서비스,0,0,0,0,1,0
프리엠스,53160,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설장비용 전장품,제어기",2001-10-30,12월,"박흥식,주흥식",http://www.freems.co.kr,경기도,"22,943,695,630",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"프리엠스(PreEmptive)는 소프트웨어 보호 및 데이터 보안 솔루션을 제공하는 회사입니다. 이 회사는 주로 애플리케이션의 보안과 데이터 보호를 위해 다양한 도구와 기술을 개발하고 있습니다. 프리엠스의 제품은 소프트웨어의 불법 복제를 방지하고, 해킹으로부터 애플리케이션을 보호하는 데 초점을 맞추고 있습니다.

프리엠스가 제공하는 제품과 서비스는 다음과 같습니다:

#소프트웨어보호 #데이터보안 #앱보안 #라이센스관리 #해킹방지 #소프트웨어코드보호",#소프트웨어보호 #데이터보안 #앱보안 #라이센스관리 #해킹방지 #소프트웨어코드보호,0,0,0,0,0,0
코나아이,52400,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2001-10-18,12월,조정일,http://konai.com,서울특별시,"280,222,091,498",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"코나아이는 디지털 결제 및 금융 솔루션을 제공하는 한국의 IT 기업입니다. 주로 모바일 결제, 전자지갑, 그리고 다양한 금융 서비스에 중점을 두고 있으며, 혁신적인 기술을 통해 사용자에게 편리하고 안전한 결제 경험을 제공합니다.

#모바일결제 #전자지갑 #핀테크 #디지털금융 #결제솔루션 #API서비스 #인증서비스 #보안솔루션",#모바일결제 #전자지갑 #핀테크 #디지털금융 #결제솔루션 #API서비스 #인증서비스 #보안솔루션,0,0,0,0,0,0
메디콕스,54180,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션,2001-10-16,12월,"현경석, 고기균 (각자 대표이사)",http://www.megabion.co.kr,서울특별시,"26,875,194,687",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"메디콕스는 의료 및 헬스케어 분야에서 혁신적인 솔루션을 제공하는 회사로, 주로 의료기기 및 소프트웨어 개발에 중점을 두고 있습니다. 이 회사는 환자의 건강 관리와 진단을 개선하기 위한 다양한 제품과 서비스를 제공합니다.

#의료기기 #헬스케어솔루션 #진단소프트웨어 #환자모니터링 #의료데이터관리",#의료기기 #헬스케어솔루션 #진단소프트웨어 #환자모니터링 #의료데이터관리,1,0,0,0,1,1
SGA,49470,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매",2001-10-11,12월,"박재한, 은유진 (각자 대표이사)",http://www.sgacorp.kr,경기도,"43,394,810,189",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"SGA는 정보 기술(IT) 및 소프트웨어 개발 분야에서 활동하는 회사로, 혁신적인 기술 솔루션을 제공하여 다양한 산업의 고객들이 효율성을 높이고 경쟁력을 강화할 수 있도록 돕고 있습니다. SGA는 클라우드 컴퓨팅, 데이터 분석, 그리고 맞춤형 소프트웨어 개발 서비스를 전문으로 합니다.

제공하는 제품과 서비스는 다음과 같습니다:
#클라우드솔루션 #데이터분석 #소프트웨어개발 #IT컨설팅 #모바일앱개발 #웹개발 #사이버보안 #디지털전환",#클라우드솔루션 #데이터분석 #소프트웨어개발 #IT컨설팅 #모바일앱개발 #웹개발 #사이버보안 #디지털전환,1,0,0,0,0,0
더테크놀로지,43090,기타 전문 도매업,"바이오리엑터(Bioreactor, 생물반응기)",2001-10-11,12월,장윤식,http://www.the-tech.kr,서울특별시,"15,894,717,014",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'더테크놀로지'는 혁신적인 기술 솔루션을 제공하는 회사로, 다양한 산업 분야에서 고객의 요구를 충족시키기 위해 최신 기술을 활용하고 있습니다. 이 회사는 소프트웨어 개발, 데이터 분석, 인공지능(AI) 솔루션 등 다양한 서비스를 제공하며, 고객의 비즈니스 성장을 지원합니다.

#소프트웨어개발 #데이터분석 #인공지능 #클라우드서비스 #IT컨설팅",#소프트웨어개발 #데이터분석 #인공지능 #클라우드서비스 #IT컨설팅,1,0,0,0,1,0
지에스이,53050,연료용 가스 제조 및 배관공급업,도시가스,2001-10-11,12월,유석형,http://www.yesgse.com,경상남도,"168,759,675,446",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'지에스이(GSE)'는 주로 IT 솔루션과 서비스를 제공하는 회사로, 다양한 산업 분야에 걸쳐 혁신적인 기술을 통해 고객의 비즈니스를 지원하고 있습니다. 데이터 분석, 클라우드 서비스, 사이버 보안 등 다양한 영역에서 전문성을 갖추고 있습니다.

제공하는 제품과 서비스:
#데이터분석 #클라우드서비스 #사이버보안 #IT컨설팅 #소프트웨어개발 #시스템통합 #디지털전환",#데이터분석 #클라우드서비스 #사이버보안 #IT컨설팅 #소프트웨어개발 #시스템통합 #디지털전환,1,0,0,0,0,0
아이디스홀딩스,54800,기타 전문 서비스업,비금융지주회사,2001-09-27,12월,김영달,http://www.idisholdings.co.kr,대전광역시,"748,555,977,151",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"아이디스홀딩스는 영상 보안 및 감시 시스템 분야에서 선도적인 기업으로, 다양한 고품질 영상 솔루션을 제공하는 회사입니다. 이 회사는 CCTV, 비디오 분석 및 관리 소프트웨어 등 영상 관련 기술을 개발하고 있습니다. 

제공하는 제품과 서비스는 다음과 같습니다:

#CCTV #영상관리소프트웨어 #비디오분석 #스마트시티솔루션 #영상보안시스템 #클라우드영상서비스",#CCTV #영상관리소프트웨어 #비디오분석 #스마트시티솔루션 #영상보안시스템 #클라우드영상서비스,1,0,0,0,0,0
코데즈컴바인,47770,봉제의복 제조업,패션의류,2001-09-18,12월,"김보선, 김호덕(각자대표)",http://www.codes-combine.co.kr,서울특별시,"41,956,462,583",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"코데즈컴바인은 주로 패션 및 라이프스타일 관련 제품을 디자인하고 제조하는 한국의 기업입니다. 특히, 스트리트 패션과 캐주얼 의류에 강점을 가지고 있으며, 젊은 소비자층을 타겟으로 다양한 스타일의 제품을 제공합니다.

#의류 #패션 #스트리트패션 #캐주얼의류 #액세서리 #라이프스타일 #브랜드 #디자인",#의류 #패션 #스트리트패션 #캐주얼의류 #액세서리 #라이프스타일 #브랜드 #디자인,0,0,0,0,0,0
안랩,53800,소프트웨어 개발 및 공급업,바이러스백신 프로그램,2001-09-13,12월,강석균,http://www.ahnlab.com,경기도,"239,201,057,076",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"안랩(ANLAB)은 1995년에 설립된 대한민국의 사이버 보안 전문 기업으로, 다양한 보안 솔루션을 개발하고 제공합니다. 안랩은 개인 사용자부터 기업에 이르기까지 폭넓은 고객층을 대상으로 사이버 위협으로부터 안전을 지키기 위한 다양한 제품과 서비스를 제공하고 있습니다.

안랩이 제공하는 제품과 서비스는 다음과 같습니다:

#V3 #안티바이러스 #스팸메일차단 #방화벽 #모바일보안 #클라우드보안 #보안관제 #취약점점검 #위협분석 #사이버훈련 #데이터암호화",#V3 #안티바이러스 #스팸메일차단 #방화벽 #모바일보안 #클라우드보안 #보안관제 #취약점점검 #위협분석 #사이버훈련 #데이터암호화,0,0,0,0,0,0
신한지주,55550,기타 금융업,금융지주회사,2001-09-10,12월,진옥동,http://www.shinhangroup.com,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"신한지주(신한금융지주)는 한국의 대표적인 금융지주회사로, 다양한 금융 서비스를 제공하는 신한금융그룹의 모회사입니다. 신한지주는 은행, 보험, 증권, 자산관리 등 여러 분야에서 금융 서비스를 제공하며, 고객의 다양한 금융 요구에 부응하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#신한은행 #신한카드 #신한생명 #신한투자 #신한자산운용 #신한금융투자 #신한금융서비스 #핀테크서비스 #기업금융 #소매금융",#신한은행 #신한카드 #신한생명 #신한투자 #신한자산운용 #신한금융투자 #신한금융서비스 #핀테크서비스 #기업금융 #소매금융,0,0,0,0,0,0
YTN,40300,"영화, 비디오물, 방송프로그램 제작 및 배급업",광고/협찬 및 프로그램 제작,2001-09-04,12월,김백,http://www.ytn.co.kr,서울특별시,"130,469,560,840",Other Industrials,기타산업,['Entertainment & Media'],['엔터테인먼트·미디어'],"YTN(연합뉴스TV)은 한국의 24시간 뉴스 전문 채널로, 뉴스 보도 및 정보 제공을 주요 사업으로 하고 있습니다. 1993년에 설립된 YTN은 TV, 인터넷, 모바일 등 다양한 플랫폼을 통해 최신 뉴스와 정보를 전달하고 있습니다.

YTN이 제공하는 제품과 서비스는 다음과 같습니다:

#뉴스 #뉴스앱 #온라인뉴스 #모바일뉴스 #라이브방송 #시사프로그램 #특집보도 #정보제공",#뉴스 #뉴스앱 #온라인뉴스 #모바일뉴스 #라이브방송 #시사프로그램 #특집보도 #정보제공,0,0,0,0,0,0
CMG제약,58820,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시,"93,906,675,105",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"CMG제약은 의약품 개발 및 제조를 전문으로 하는 한국의 제약회사입니다. 이 회사는 혁신적인 의약품을 통해 환자의 건강과 삶의 질 향상에 기여하고자 합니다. CMG제약은 다양한 질병 치료를 위한 제품을 제공하며, 연구개발에 많은 노력을 기울이고 있습니다.

CMG제약이 제공하는 제품과 서비스는 다음과 같습니다:

#의약품 #바이오의약품 #제네릭의약품 #임상시험 #연구개발 #의약품제조 #환자지원프로그램",#의약품 #바이오의약품 #제네릭의약품 #임상시험 #연구개발 #의약품제조 #환자지원프로그램,0,0,0,0,1,0
JYP Ent.,35900,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,2001-08-30,12월,정욱,http://www.jype.com,서울특별시,"566,500,542,871",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"JYP Ent.는 한국의 대표적인 음악 기획사이자 엔터테인먼트 회사로, 1997년 박진영에 의해 설립되었습니다. JYP는 다양한 아티스트와 그룹을 관리하며, 음악 제작 및 공연 기획, 아티스트 매니지먼트 등 여러 분야에서 활동하고 있습니다. 

JYP Ent.가 제공하는 제품과 서비스는 다음과 같습니다:

#음악 #앨범 #콘서트 #팬미팅 #아티스트매니지먼트 #음악제작 #브랜드콜라보레이션 #공연기획 #굿즈판매 #온라인콘텐츠",#음악 #앨범 #콘서트 #팬미팅 #아티스트매니지먼트 #음악제작 #브랜드콜라보레이션 #공연기획 #굿즈판매 #온라인콘텐츠,0,0,0,0,0,0
KCC건설,21320,건물 건설업,"토목 건축공사, 분양공사",2001-08-21,12월,"정몽열,심광주",http://www.kccworld.net,서울특별시,"1,909,591,995,353",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"KCC건설은 대한민국의 종합 건설회사로, 주택, 상업시설, 산업시설 등 다양한 건축 프로젝트를 수행하고 있습니다. KCC건설은 혁신적인 건축 기술과 지속 가능한 건설 방식을 통해 품질 높은 건설 서비스를 제공하고 있습니다.

#주택건설 #상업시설건설 #산업시설건설 #토목공사 #리모델링 #건축설계 #프로젝트관리 #친환경건설",#주택건설 #상업시설건설 #산업시설건설 #토목공사 #리모델링 #건축설계 #프로젝트관리 #친환경건설,0,0,0,1,0,0
세동,53060,자동차 신품 부품 제조업,"도어벨트, 몰딩",2001-08-17,12월,윤정상,http://www.saedong.co.kr,부산광역시,"169,895,212,565",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"세동은 혁신적인 기술을 바탕으로 다양한 산업에 솔루션을 제공하는 회사입니다. 주로 IT 및 소프트웨어 개발 분야에서 활동하며, 고객 맞춤형 서비스와 제품을 통해 비즈니스의 효율성을 높이고 있습니다.

#소프트웨어개발 #IT컨설팅 #클라우드서비스 #모바일애플리케이션 #데이터분석 #정보보안 #인공지능솔루션",#소프트웨어개발 #IT컨설팅 #클라우드서비스 #모바일애플리케이션 #데이터분석 #정보보안 #인공지능솔루션,1,0,0,0,0,0
프로텍,53610,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더",2001-08-17,12월,최승환,http://www.protec21.co.kr,경기도,"156,071,199,156",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"프로텍(Protect)은 주로 보안 솔루션 및 IT 서비스 분야에서 활동하는 기업입니다. 이 회사는 데이터 보호, 사이버 보안, 클라우드 서비스 등 다양한 분야에서 혁신적인 제품과 서비스를 제공합니다. 

제공하는 제품과 서비스는 다음과 같습니다:

#데이터보안 #사이버보안 #클라우드서비스 #네트워크보안 #IT컨설팅 #위험관리 #모바일보안 #보안소프트웨어",#데이터보안 #사이버보안 #클라우드서비스 #네트워크보안 #IT컨설팅 #위험관리 #모바일보안 #보안소프트웨어,0,0,0,0,0,0
